host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_identity_verified,latitude,longitude,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_maximum_nights,has_availability,availability_30,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,host_tenure_days,days_since_first_review,days_since_last_review,hostverif__email,hostverif__facebook,hostverif__government_id,hostverif__identity_manual,hostverif__jumio,hostverif__offline_government_id,hostverif__phone,hostverif__reviews,hostverif__selfie,hostverif__work_email,amenity__air_conditioning,amenity__baking_sheet,amenity__bathtub,amenity__bed_linens,amenity__body_soap,amenity__breakfast,amenity__cable_tv,amenity__carbon_monoxide_alarm,amenity__cleaning_products,amenity__coffee_maker,amenity__cooking_basics,amenity__crib,amenity__dedicated_workspace,amenity__dining_table,amenity__dishes_and_silverware,amenity__dishwasher,amenity__dryer,amenity__drying_rack_for_clothing,amenity__elevator,amenity__essentials,amenity__ethernet_connection,amenity__extra_pillows_and_blankets,amenity__fire_extinguisher,amenity__first_aid_kit,amenity__free_street_parking,amenity__freezer,amenity__hair_dryer,amenity__hangers,amenity__heating,amenity__high_chair,amenity__host_greets_you,amenity__hot_water,amenity__hot_water_kettle,amenity__iron,amenity__kitchen,amenity__lockbox,amenity__long_term_stays_allowed,amenity__luggage_dropoff_allowed,amenity__microwave,amenity__outdoor_furniture,amenity__oven,amenity__pack_’n_play_travel_crib,amenity__paid_parking_off_premises,amenity__patio_or_balcony,amenity__private_entrance,amenity__refrigerator,amenity__room_darkening_shades,amenity__shampoo,amenity__shower_gel,amenity__single_level_home,amenity__smoke_alarm,amenity__stove,amenity__tv,amenity__washer,amenity__wifi,amenity__wine_glasses,bath_count,bath_is_shared,host_response_time_a few days or more,host_response_time_within a day,host_response_time_within a few hours,host_response_time_within an hour,neighbourhood_cleansed_Acropolis,neighbourhood_cleansed_Agios Eleftherios,neighbourhood_cleansed_Agios Konstantinos-Vathis Square,neighbourhood_cleansed_Agios Nikolaos,neighbourhood_cleansed_Amerikis Square,neighbourhood_cleansed_Ampelokipoi,neighbourhood_cleansed_Ano Kypseli,neighbourhood_cleansed_Ano Patisia,neighbourhood_cleansed_Attiki Square,neighbourhood_cleansed_Commercial Triangle-Plaka,neighbourhood_cleansed_Ellinorosson,neighbourhood_cleansed_First Cemetery,neighbourhood_cleansed_Gazi,neighbourhood_cleansed_Gkyzi,neighbourhood_cleansed_Goudi,neighbourhood_cleansed_Gouva,neighbourhood_cleansed_Ilisia,neighbourhood_cleansed_Kerameikos,neighbourhood_cleansed_Kolokynthou,neighbourhood_cleansed_Kolonaki,neighbourhood_cleansed_Kolonos,neighbourhood_cleansed_Koukaki-Makrygianni,neighbourhood_cleansed_Kypseli,neighbourhood_cleansed_Larissis Station,neighbourhood_cleansed_Lycabettus,neighbourhood_cleansed_Museum-Exarchia-Neapoli,neighbourhood_cleansed_Nea Kypseli,neighbourhood_cleansed_Neos Kosmos,neighbourhood_cleansed_Nirvana,neighbourhood_cleansed_Pagrati,neighbourhood_cleansed_Patisia,neighbourhood_cleansed_Pedion Areos,neighbourhood_cleansed_Pentagon,neighbourhood_cleansed_Petralona,neighbourhood_cleansed_Plato Academy,neighbourhood_cleansed_Polygono,neighbourhood_cleansed_Prompona,neighbourhood_cleansed_Rigillis,neighbourhood_cleansed_Rizoupoli,neighbourhood_cleansed_Sepolia,neighbourhood_cleansed_Stadio,neighbourhood_cleansed_Thiseio,neighbourhood_cleansed_Votanikos,neighbourhood_cleansed_Zappeio,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room
1.0,1.0,0,22.0,1,37.99267,23.732,4,2.0,2.0,33.0,1,365,1125,1,0,0,7,0,0,1,21,0,0,0.22,1434.0,935.0,787.0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,1.0,0,10.0,1,37.97558,23.73161,4,1.0,2.0,70.0,1,1125,1125,1,0,238,70,0,0,0,11,0,0,1.79,2269.0,1171.0,818.0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,1.0,0,10.0,1,37.9747,23.73277,2,1.0,1.0,46.0,1,1125,1125,1,17,352,67,22,7,1,11,0,0,1.77,2269.0,1138.0,64.0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,1.0,0,10.0,1,37.97556,23.73166,2,1.0,1.0,50.0,1,1125,1125,1,0,318,35,12,0,1,11,0,0,1.33,2269.0,790.0,53.0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,1.0,1,1.0,0,37.98339,23.76212,2,1.0,1.0,26.0,2,15,15,1,21,356,30,6,2,0,1,0,0,0.88,1191.0,1028.0,851.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,1.0,1,3.0,1,37.98076,23.73842,2,1.0,1.0,57.0,2,1125,1125,1,12,339,52,12,2,1,2,0,0,1.34,1194.0,1163.0,372.0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,1.0,0,1.0,0,37.96706,23.72596,7,2.0,5.0,66.0,2,28,1125,1,0,0,52,0,0,0,1,0,0,1.32,1190.0,1180.0,668.0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,1.0,0,2.0,1,37.99412,23.72949,4,3.0,4.0,55.0,2,1125,1125,1,17,352,47,7,2,0,1,0,0,1.28,1373.0,1099.0,72.0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,0.5,0,1.0,1,37.97755,23.72896,6,2.0,4.0,90.0,3,1125,1125,1,0,142,49,1,0,0,1,0,0,1.25,1190.0,1176.0,665.0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,2.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,1.0,1,33.0,1,37.98454,23.72635,4,1.0,2.0,49.0,2,350,1125,1,18,289,58,13,3,1,23,0,0,1.58,1734.0,1098.0,93.0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.92,1.0,1,1.0,1,37.96212,23.72051,6,2.0,3.0,92.0,1,1125,1125,1,25,335,12,35,3,1,1,0,0,4.92,1190.0,1139.0,21.0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,1.0,0,36.0,1,37.96372,23.72716,4,2.0,3.0,65.0,2,1125,1125,1,25,360,20,19,2,1,31,0,0,5.94,1511.0,100.0,20.0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,2.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,1.0,1,1.0,0,37.95554,23.71787,3,2.0,2.0,45.0,3,15,15,1,0,28,18,0,0,0,1,0,0,0.47,1189.0,1136.0,727.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,0.94,1,53.0,1,37.97628,23.72903,3,1.0,1.0,90.0,1,1125,1125,1,28,361,68,14,2,1,74,0,0,1.83,2628.0,1112.0,63.0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,0.88,0,1.0,0,38.01397,23.72584,6,3.0,3.0,64.0,1,90,1125,1,14,322,12,3,0,1,1,0,0,0.31,1457.0,1171.0,86.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,2.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,1.0,0,1.0,0,37.99643,23.72342,6,2.0,4.0,79.0,3,1125,1125,1,29,180,0,0,0,0,1,0,0,1.2,1189.0,876.0,87.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,1.0,0,1.0,0,37.984770000000005,23.7658,4,1.0,2.0,24.0,2,1125,1125,1,0,1,38,0,0,1,1,0,0,1.03,1189.0,1112.0,823.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,1.0,0,1.0,0,37.95755,23.74186,2,1.0,2.0,25.0,2,7,7,0,0,0,0,0,0,0,1,1,0,1.2,1302.0,876.0,87.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.0,0.94,1,53.0,1,37.97628,23.72903,3,1.0,1.0,90.0,1,1125,1125,1,23,356,35,14,2,1,74,0,0,0.94,2628.0,1115.0,23.0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,1.0,0,5.0,0,37.98005,23.72531,2,1.0,1.0,139.0,1,1125,1125,1,25,69,0,0,0,1,5,0,0,1.2,1188.0,876.0,87.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.9,1.0,0,4.0,1,37.97625,23.74273,4,1.0,1.0,97.0,2,1125,1125,1,22,357,2,0,0,1,5,0,0,0.06,1216.0,975.0,709.0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,1.0,0,5.0,0,37.98008,23.72514,2,1.0,1.0,50.0,1,1125,1125,1,15,350,0,0,0,1,5,0,0,1.2,1188.0,876.0,87.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,1.0,0,5.0,0,37.97862,23.72489,2,1.0,1.0,50.0,1,1125,1125,1,14,347,0,0,0,1,5,0,0,1.2,1188.0,876.0,87.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,1.0,0,5.0,0,37.98041,23.72536,3,1.0,1.0,50.0,1,1125,1125,1,18,353,0,0,0,1,5,0,0,1.2,1188.0,876.0,87.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,0.98,1,8.0,1,37.97775,23.72414,5,2.0,2.0,53.0,1,1125,1125,1,5,268,12,48,5,0,8,0,0,5.25,2370.0,1172.0,21.0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,0.0,0,1.0,0,37.98795,23.76566,5,2.0,3.0,75.0,1,30,30,1,30,90,0,0,0,1,1,0,0,1.2,1191.0,876.0,87.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.99,1.0,0,5.0,1,37.98233,23.7257,6,1.0,2.0,61.0,1,1125,1125,1,9,344,12,40,5,1,9,0,0,4.88,2754.0,1161.0,16.0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,1.0,0,2.0,1,37.98987,23.74879,3,1.0,2.0,62.0,2,1125,1125,1,0,25,0,0,0,1,1,0,0,1.2,1187.0,876.0,87.0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,1.0,1,1.0,1,37.97761,23.73105,4,1.0,1.0,40.0,3,1125,1125,1,0,293,69,3,0,1,1,0,0,1.78,1187.0,1159.0,102.0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,0.98,1,8.0,1,37.97376,23.71566,4,2.0,3.0,84.0,2,1125,1125,1,17,335,51,7,1,1,7,0,0,1.35,2783.0,1136.0,881.0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,2.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,1.0,0,3.0,1,37.96887,23.72987,5,2.0,2.0,55.0,1,1124,1124,1,1,198,79,33,6,1,3,0,0,2.06,3145.0,1150.0,15.0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.98,1.0,1,4.0,1,37.99052,23.73748,4,1.0,1.0,33.0,3,20,20,1,24,359,12,36,2,1,4,2,0,5.21,1881.0,1164.0,59.0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,0.98,1,8.0,1,37.97318,23.71375,2,1.0,1.0,68.0,2,1125,1125,1,10,292,27,2,0,1,7,0,0,0.69,2783.0,1178.0,89.0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,0.98,0,4.0,0,37.95805,23.72488,2,1.0,1.0,19.0,1,30,1125,1,0,239,37,9,1,1,4,3,0,1.4,2156.0,792.0,773.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.0,0.98,0,4.0,0,37.95642,23.72394,1,1.0,0.0,16.0,2,30,1125,1,0,117,25,3,0,1,4,3,0,0.95,2156.0,790.0,72.0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.0,1.0,0,1.0,0,37.96809,23.71076,4,3.0,4.0,60.0,2,60,1125,1,0,0,12,0,0,1,1,0,0,0.33,1186.0,1082.0,822.0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,1.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
